SK_ID_CURR,TARGET
100001,0.07851457787440588
100005,0.13792630197016625
100013,0.08219366728496927
100028,0.08092138862783624
100038,0.13261834508574438
100042,0.06427888990341162
100057,0.09433683133307465
100065,0.10940564373594477
100066,0.05517726159850607
100067,0.09376299226533694
100074,0.08014846004854836
100090,0.12499391351185755
100091,0.11777333221849588
100092,0.11040157883329604
100106,0.13296542351392732
100107,0.10401559056510838
100109,0.11242653857633943
100117,0.0914815173191996
100128,0.07427608898476937
100141,0.10701244492427993
100150,0.07940272885424476
100168,0.0665619628849432
100169,0.04984994805668053
100170,0.09066166221266021
100171,0.10870960342900024
100172,0.1341253722240778
100184,0.08360238453272073
100187,0.07128818304009946
100212,0.08778033539830857
100222,0.10285563007791727
100223,0.06377899792024695
100232,0.07493325716711617
100241,0.13571406758587065
100245,0.07874503798505511
100253,0.06694364930919176
100256,0.10193013461001457
100271,0.06707982573496848
100278,0.12066355260277091
100280,0.07317271376356514
100306,0.14169471092660513
100311,0.12069326241924364
100312,0.07154969387398473
100330,0.09059156333684282
100331,0.10630383691854274
100352,0.09681152061599697
100358,0.1163630214037569
100367,0.10020384345065192
100382,0.08544326116360712
100384,0.07919626257685278
100385,0.1019639651160938
100386,0.08524628502173469
100399,0.07867233895163783
100404,0.07733338551188822
100416,0.0709632964856155
100422,0.1424849548237741
100426,0.08738176587866778
100438,0.07348930599286817
100444,0.10463307840228703
100445,0.12496608904781814
100446,0.1062743176713635
100447,0.07447004622119263
100450,0.08355084580690947
100466,0.09756708720259176
100483,0.07762854344214218
100484,0.061464754346851405
100494,0.09154364950616324
100510,0.12349584102989929
100512,0.07063895845797509
100517,0.08013226024087937
100548,0.06575272831721077
100551,0.08072915030545157
100552,0.12998619987392623
100553,0.088468905867436
100561,0.10011003013351134
100568,0.13715969974616318
100569,0.06974983477029141
100591,0.10395226953106355
100592,0.06096799215884773
100602,0.09618246287266606
100607,0.09462527240589572
100613,0.09349040024138214
100617,0.07487339990262375
100618,0.10614997339457402
100622,0.15270556055117276
100625,0.10453720502974063
100677,0.09375310022484946
100699,0.08868131435933015
100702,0.14406571178896696
100711,0.07706757238564453
100729,0.14679971726712357
100740,0.11863686650737358
100744,0.11138944917241393
100745,0.10301142266730356
100747,0.1048096981879922
100751,0.11374527621048992
100752,0.09457519066442663
100753,0.14729557199901644
100754,0.11629086883724027
100760,0.1138192406213242
100762,0.10136727365092901
100763,0.08537564460786648
100765,0.08632217964452842
100770,0.09722834538611194
100772,0.0848902762638118
100777,0.08957163962014447
100791,0.07520951621606614
100792,0.0728049180523997
100797,0.10048565255945723
100823,0.10210784777921661
100826,0.10470923551963623
100830,0.07406567008073818
100836,0.12634465185116955
100872,0.09123938406426588
100910,0.09687499464681236
100913,0.07489594294919036
100918,0.0933880341154524
100931,0.06796061447376199
100952,0.11910975311208079
100953,0.08775827311995649
100965,0.11418482871941332
100970,0.08791019665544487
100982,0.1135271004534523
100983,0.09721313552590309
100984,0.07369868432161181
100987,0.11925665662643468
100997,0.08488546372461347
100998,0.1288921481427534
101002,0.1122287204238891
101005,0.13507867408795804
101008,0.13040840173607
101020,0.11217724836861372
101021,0.1091833269113536
101024,0.08559699901381068
101025,0.13555413329527274
101026,0.09460372373536431
101031,0.08643991657314341
101041,0.07196555138215312
101051,0.06084172595282654
101055,0.10093784264432634
101056,0.11301411231110586
101057,0.1087020247141206
101064,0.07987913479292523
101079,0.0964619215258709
101087,0.09189385855184844
101090,0.07022356737653586
101092,0.09477032274660276
101097,0.1125269882588003
101099,0.06863094949956017
101107,0.10756116724353038
101118,0.10778678622410302
101125,0.09701928635846557
101126,0.08049437348899256
101128,0.11880593879813595
101136,0.122767114812964
101140,0.10601567418611196
101149,0.08372514749200129
101160,0.08166389601861028
101169,0.1332382146259307
101181,0.08685775101115409
101186,0.06362993315834298
101190,0.11712541514813544
101193,0.11732950937080606
101194,0.08928700660150284
101198,0.10047350690337953
101200,0.07257653663418008
101204,0.109264157765625
101211,0.08451784437788482
101213,0.08228647446960544
101223,0.08429058851195159
101225,0.10561893712988517
101237,0.08813890970348244
101243,0.09127342315201661
101244,0.11914340852052188
101258,0.08113189727238358
101259,0.14489807940233038
101268,0.11562751644100767
101269,0.08315949573156237
101271,0.12462550309079655
101279,0.07392353470586917
101281,0.09707924575252824
101287,0.0814531092215153
101292,0.0750501612189262
101294,0.08385518861660878
101296,0.07339230447595055
101297,0.08676174958008473
101299,0.07015157008059289
101301,0.0910550895109932
101305,0.08565509730015915
101308,0.06643910564833011
101318,0.06476972242824343
101327,0.11295809487916672
101329,0.11758971245623731
101332,0.0685171163496864
101337,0.09913327417339378
101343,0.07207620399977906
101345,0.07715540970395088
101346,0.1034714606128739
101353,0.05641859092058758
101354,0.11371616915899808
101355,0.1090819473455498
101356,0.06612822889313202
101362,0.11296883970270685
101363,0.14109746884358215
101365,0.08406643121195394
101366,0.11067683881357288
101367,0.12989574794126993
101368,0.05917462101617505
101374,0.11604123512051022
101380,0.07679020024089528
101383,0.07015722829743712
101398,0.06216481700407638
101399,0.13706033194777048
101401,0.1225440131019814
101412,0.10514769488629745
101426,0.12534256973982896
101427,0.13898507536242383
101428,0.10407212076928851
101429,0.1010211289848262
101434,0.08774963021848102
101440,0.09960382028706784
101448,0.10743783267992033
101449,0.09474436515022848
101465,0.08051077129648118
